time,open,high,low,close
09:30,5597.53,5607.33,5558.52,5574.15
10:30,5574.03,5640.62,5572.7,5630.84
11:30,5630.47,5650.57,5624.64,5629.85
12:30,5629.77,5634.78,5614.13,5615.56
13:30,5615.59,5624.4,5585.59,5588.72
14:30,5588.62,5611.25,5583.22,5606.46
15:30,5606.27,5636.72,5603.87,5632.92
