time,open,high,low,close
09:30,4792.13,4798.5,4753.06,4766.58
10:30,4766.59,4772.12,4742.24,4747.66
11:30,4747.48,4752.69,4739.58,4746.35
12:30,4746.36,4766.69,4746.36,4764.54
13:30,4764.53,4778.19,4762.96,4777.57
14:30,4777.59,4786.04,4771.67,4775.71
15:30,4775.83,4783.31,4772.45,4780.29
