time,open,high,low,close
09:30,5343.81,5354.25,5331.33,5353.33
10:30,5353.34,5370.3,5347.09,5355.76
11:30,5355.96,5365.76,5353.74,5365.65
12:30,5365.79,5375.08,5356.72,5368.29
13:30,5368.38,5370.5,5341.88,5353.9
14:30,5353.77,5360.79,5345.56,5353.99
15:30,5353.89,5355.13,5344.56,5346.3
