time,open,high,low,close
09:30,6969.46,6972.15,6956.7,6963.6
10:30,6963.79,6975.85,6955.46,6973.45
11:30,6973.51,6979.34,6969.2,6969.59
12:30,6969.64,6974.73,6963.96,6973.85
13:30,6973.78,6976.93,6960.08,6961.02
14:30,6960.88,6961.86,6937.93,6942.7
15:30,6942.73,6946.66,6938.29,6944.97
