time,open,high,low,close
09:30,4509.55,4513.26,4501.26,4508.94
10:30,4509.09,4509.21,4499.66,4504.24
11:30,4504.3,4512.88,4502.01,4507.56
12:30,4507.64,4514.91,4507.53,4513.46
13:30,4513.47,4520.12,4513.47,4515.59
14:30,4515.56,4519.77,4512.62,4517.28
15:30,4517.08,4517.56,4508.22,4513.91
