time,open,high,low,close
09:30,4856.8,4858.98,4850.43,4854.11
10:30,4854.2,4854.32,4844.8,4845.9
11:30,4845.85,4851.02,4844.37,4847.78
12:30,4847.8,4855.33,4846.42,4852.96
13:30,4853.05,4856.05,4851.15,4853.48
14:30,4853.5,4864.78,4851.98,4862.18
15:30,4862.09,4866.48,4858.9,4864.07
