time,open,high,low,close
09:30,5257.97,5263.95,5247.88,5249.45
10:30,5249.43,5250.46,5232.95,5240.39
11:30,5240.31,5240.31,5229.2,5238.99
12:30,5238.95,5241.4,5230.06,5235.04
13:30,5235.09,5239.48,5233.25,5238.06
14:30,5237.99,5242.13,5235.88,5237.73
15:30,5237.69,5247.24,5235.64,5243.41
