time,open,high,low,close
09:30,6688.27,6724.12,6683.95,6718.61
10:30,6718.7,6721.41,6698.82,6699.89
11:30,6700.18,6700.99,6661.6,6678.66
12:30,6678.74,6678.91,6612.11,6630.73
13:30,6630.71,6670.63,6630.01,6665.4
14:30,6665.41,6680.62,6664.55,6676.15
15:30,6676.16,6676.84,6654.7,6671.5
