time,open,high,low,close
09:30,7002.0,7002.28,6983.75,6988.98
10:30,6988.99,6991.25,6978.23,6984.31
11:30,6985.27,6985.27,6968.23,6971.79
12:30,6971.78,6977.6,6968.44,6974.83
13:30,6974.81,6979.18,6964.22,6964.43
14:30,6964.44,6985.54,6963.46,6977.68
15:30,6977.57,6984.08,6971.23,6976.28
