time,open,high,low,close
09:30,6689.02,6703.15,6677.59,6691.6
10:30,6691.58,6709.34,6677.8,6680.77
11:30,6680.67,6689.41,6645.9,6646.76
12:30,6646.86,6664.09,6616.47,6657.68
13:30,6657.63,6661.54,6597.0,6605.79
14:30,6605.68,6630.23,6593.99,6611.13
15:30,6611.13,6633.86,6603.99,6629.0
