time,open,high,low,close
09:30,6907.85,6921.77,6895.5,6917.23
10:30,6917.16,6932.96,6916.05,6924.2
11:30,6924.09,6929.2,6916.52,6925.37
12:30,6925.18,6925.72,6901.03,6912.69
13:30,6912.67,6924.51,6907.29,6918.99
14:30,6919.08,6921.73,6908.93,6911.63
15:30,6911.55,6918.96,6908.76,6915.16
